t,wall,phase,label,cmd1,cmd2,cb1,cb2,bs1,bs2,a1,a2,ba1,ba2,v_batt,v_int,v_5v,t_mcu,ff
87.6409,2026-09-25T14:50:11.045,step_up,d=300,300,300,30990.0,31257.0,976.0,984.0,2.0,-2.1,1.1,1.4,12.6,13.8,5.006,31.0,0.0
87.651,2026-09-25T14:50:11.055,step_up,d=300,300,300,30990.0,31257.0,976.0,984.0,2.0,-2.1,1.1,1.4,12.6,13.8,5.006,31.0,0.0
87.6615,2026-09-25T14:50:11.066,step_up,d=300,300,300,30990.0,31257.0,976.0,984.0,2.0,-2.1,1.1,1.4,12.6,13.8,5.006,31.0,0.0
87.6716,2026-09-25T14:50:11.076,step_up,d=300,300,300,30990.0,31257.0,976.0,984.0,2.0,-2.1,1.1,1.4,12.6,13.8,5.006,31.0,0.0
87.6818,2026-09-25T14:50:11.086,step_up,d=300,300,300,30990.0,31257.0,976.0,984.0,2.0,-2.1,1.1,1.4,12.7,13.8,5.021,31.0,0.0
87.6919,2026-09-25T14:50:11.096,step_up,d=300,300,300,30990.0,31257.0,976.0,984.0,2.0,-2.1,1.1,1.4,12.7,13.8,5.021,31.0,0.0
87.7021,2026-09-25T14:50:11.106,step_up,d=300,300,300,30990.0,31257.0,976.0,984.0,2.0,-2.1,1.1,1.4,12.7,13.8,5.021,31.0,0.0
87.7122,2026-09-25T14:50:11.116,step_up,d=300,300,300,30990.0,31257.0,976.0,984.0,2.0,-2.1,1.1,1.4,12.7,13.8,5.021,31.0,0.0
87.7225,2026-09-25T14:50:11.127,step_base,base,0,0,30990.0,31257.0,976.0,984.0,1.9,-2.0,1.1,1.4,12.7,13.8,5.021,31.0,0.0
87.7326,2026-09-25T14:50:11.137,step_base,base,0,0,30990.0,31257.0,976.0,984.0,1.9,-2.0,1.1,1.4,12.7,13.8,5.021,31.0,0.0
87.7427,2026-09-25T14:50:11.147,step_base,base,0,0,30990.0,31257.0,976.0,989.0,1.9,-2.0,1.1,1.4,12.7,13.8,5.021,31.0,0.0
87.7528,2026-09-25T14:50:11.157,step_base,base,0,0,30990.0,31257.0,976.0,989.0,1.9,-2.0,1.1,1.4,12.7,13.8,5.021,31.0,0.0
87.763,2026-09-25T14:50:11.167,step_base,base,0,0,31030.0,31297.0,976.0,989.0,1.9,-2.0,1.1,1.4,12.7,13.8,5.021,31.0,0.0
87.7731,2026-09-25T14:50:11.177,step_base,base,0,0,31030.0,31297.0,976.0,989.0,1.9,-2.0,1.1,1.4,12.7,13.8,5.021,31.0,0.0
87.7832,2026-09-25T14:50:11.187,step_base,base,0,0,31030.0,31297.0,976.0,989.0,1.9,-2.0,1.1,1.4,12.7,13.8,5.021,31.0,2.0
87.7934,2026-09-25T14:50:11.198,step_base,base,0,0,31030.0,31297.0,976.0,989.0,1.9,-2.0,1.1,1.4,12.7,13.8,5.021,31.0,2.0
87.8036,2026-09-25T14:50:11.208,step_base,base,0,0,31030.0,31297.0,976.0,989.0,1.9,-2.0,1.1,1.4,12.7,13.8,5.021,31.0,2.0
87.8138,2026-09-25T14:50:11.218,step_base,base,0,0,31030.0,31297.0,976.0,989.0,1.9,-2.0,1.1,1.4,12.7,13.8,5.021,31.0,2.0
87.8239,2026-09-25T14:50:11.228,step_base,base,0,0,31030.0,31297.0,976.0,989.0,1.9,-2.0,1.1,1.4,14.7,13.8,5.02,31.0,2.0
87.8342,2026-09-25T14:50:11.238,step_base,base,0,0,31030.0,31297.0,976.0,989.0,1.9,-2.0,1.1,1.4,14.7,13.8,5.02,31.0,2.0
87.8442,2026-09-25T14:50:11.248,step_base,base,0,0,31030.0,31297.0,976.0,989.0,1.9,-2.0,-0.1,0.0,14.7,13.8,5.02,31.0,2.0
87.8544,2026-09-25T14:50:11.258,step_base,base,0,0,31030.0,31297.0,976.0,989.0,1.9,-2.0,-0.1,0.0,14.7,13.8,5.02,31.0,2.0
87.8646,2026-09-25T14:50:11.269,step_base,base,0,0,31030.0,31297.0,976.0,989.0,-0.1,-0.1,-0.1,0.0,14.7,13.8,5.02,31.0,2.0
87.8748,2026-09-25T14:50:11.279,step_base,base,0,0,31030.0,31297.0,976.0,989.0,-0.1,-0.1,-0.1,0.0,14.7,13.8,5.02,31.0,2.0
87.8849,2026-09-25T14:50:11.289,step_base,base,0,0,31030.0,31297.0,303.0,293.0,-0.1,-0.1,-0.1,0.0,14.7,13.8,5.02,31.0,2.0
87.895,2026-09-25T14:50:11.299,step_base,base,0,0,31030.0,31297.0,303.0,293.0,-0.1,-0.1,-0.1,0.0,14.7,13.8,5.02,31.0,2.0
87.9052,2026-09-25T14:50:11.309,step_base,base,0,0,31041.0,31309.0,303.0,293.0,-0.1,-0.1,-0.1,0.0,14.7,13.8,5.02,31.0,2.0
87.9153,2026-09-25T14:50:11.319,step_base,base,0,0,31041.0,31309.0,303.0,293.0,-0.1,-0.1,-0.1,0.0,14.7,13.8,5.02,31.0,2.0
87.9254,2026-09-25T14:50:11.330,step_base,base,0,0,31041.0,31309.0,303.0,293.0,-0.1,-0.1,-0.1,0.0,14.7,13.8,5.02,31.0,2.0
87.9359,2026-09-25T14:50:11.340,step_base,base,0,0,31041.0,31309.0,303.0,293.0,-0.1,-0.1,-0.1,0.0,14.7,13.8,5.02,31.0,2.0
87.946,2026-09-25T14:50:11.350,step_base,base,0,0,31041.0,31309.0,303.0,293.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.015,30.0,2.0
87.9561,2026-09-25T14:50:11.360,step_base,base,0,0,31041.0,31309.0,303.0,293.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.015,30.0,2.0
87.9662,2026-09-25T14:50:11.370,step_base,base,0,0,31041.0,31309.0,303.0,293.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.015,30.0,2.0
87.9763,2026-09-25T14:50:11.380,step_base,base,0,0,31041.0,31309.0,303.0,293.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.015,30.0,2.0
87.9865,2026-09-25T14:50:11.391,step_base,base,0,0,31041.0,31309.0,303.0,293.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.015,30.0,2.0
87.9966,2026-09-25T14:50:11.401,step_base,base,0,0,31041.0,31309.0,303.0,293.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.015,30.0,2.0
88.0067,2026-09-25T14:50:11.411,step_base,base,0,0,31041.0,31309.0,0.0,293.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.015,30.0,2.0
88.0168,2026-09-25T14:50:11.421,step_base,base,0,0,31041.0,31309.0,0.0,293.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.015,30.0,2.0
88.0269,2026-09-25T14:50:11.432,step_base,base,0,0,31041.0,31309.0,0.0,293.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.015,30.0,2.0
88.0376,2026-09-25T14:50:11.442,step_base,base,0,0,31041.0,31309.0,0.0,293.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.015,30.0,2.0
88.0477,2026-09-25T14:50:11.452,step_base,base,0,0,31041.0,31309.0,0.0,293.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.015,30.0,2.0
88.0579,2026-09-25T14:50:11.462,step_base,base,0,0,31041.0,31309.0,0.0,293.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.015,30.0,2.0
88.0681,2026-09-25T14:50:11.472,step_base,base,0,0,31041.0,31309.0,0.0,293.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.015,30.0,2.0
88.0782,2026-09-25T14:50:11.482,step_base,base,0,0,31041.0,31309.0,0.0,293.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.015,30.0,2.0
88.0884,2026-09-25T14:50:11.492,step_base,base,0,0,31041.0,31309.0,0.0,293.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.015,30.0,2.0
88.0985,2026-09-25T14:50:11.503,step_base,base,0,0,31041.0,31309.0,0.0,293.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.015,30.0,2.0
88.1087,2026-09-25T14:50:11.513,step_base,base,0,0,31041.0,31309.0,0.0,293.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.008,30.0,2.0
88.1188,2026-09-25T14:50:11.523,step_base,base,0,0,31041.0,31309.0,0.0,293.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.008,30.0,2.0
88.1289,2026-09-25T14:50:11.534,step_base,base,0,0,31041.0,31309.0,0.0,293.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.008,30.0,2.0
88.1396,2026-09-25T14:50:11.544,step_base,base,0,0,31041.0,31309.0,0.0,293.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.008,30.0,2.0
88.1497,2026-09-25T14:50:11.554,step_base,base,0,0,31041.0,31309.0,0.0,293.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.008,30.0,2.0
88.1599,2026-09-25T14:50:11.564,step_base,base,0,0,31041.0,31309.0,0.0,293.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.008,30.0,2.0
88.17,2026-09-25T14:50:11.574,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.008,30.0,2.0
88.1801,2026-09-25T14:50:11.584,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.008,30.0,2.0
88.1903,2026-09-25T14:50:11.594,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.008,30.0,0.0
88.2004,2026-09-25T14:50:11.605,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.008,30.0,0.0
88.2106,2026-09-25T14:50:11.615,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.008,30.0,0.0
88.2207,2026-09-25T14:50:11.625,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.008,30.0,0.0
88.2309,2026-09-25T14:50:11.635,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.008,31.0,0.0
88.2415,2026-09-25T14:50:11.646,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.008,31.0,0.0
88.2517,2026-09-25T14:50:11.656,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.015,31.0,0.0
88.2618,2026-09-25T14:50:11.666,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.015,31.0,0.0
88.272,2026-09-25T14:50:11.676,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.015,31.0,0.0
88.2821,2026-09-25T14:50:11.686,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.015,31.0,0.0
88.2922,2026-09-25T14:50:11.696,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.015,31.0,0.0
88.3024,2026-09-25T14:50:11.706,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.015,31.0,0.0
88.3126,2026-09-25T14:50:11.717,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.015,31.0,0.0
88.3227,2026-09-25T14:50:11.727,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.015,31.0,0.0
88.3328,2026-09-25T14:50:11.737,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.015,31.0,0.0
88.3435,2026-09-25T14:50:11.748,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.015,31.0,0.0
88.3536,2026-09-25T14:50:11.758,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.015,31.0,0.0
88.3637,2026-09-25T14:50:11.768,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.013,31.0,0.0
88.3738,2026-09-25T14:50:11.778,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.013,31.0,0.0
88.384,2026-09-25T14:50:11.788,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.013,31.0,0.0
88.3941,2026-09-25T14:50:11.798,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.013,31.0,0.0
88.4043,2026-09-25T14:50:11.808,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.013,31.0,0.0
88.4145,2026-09-25T14:50:11.819,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.013,31.0,0.0
88.4246,2026-09-25T14:50:11.829,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.013,31.0,0.0
88.4348,2026-09-25T14:50:11.839,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.013,31.0,0.0
88.4452,2026-09-25T14:50:11.849,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.013,31.0,0.0
88.4554,2026-09-25T14:50:11.860,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.013,31.0,0.0
88.4656,2026-09-25T14:50:11.870,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.013,31.0,0.0
88.4757,2026-09-25T14:50:11.880,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.013,31.0,0.0
88.4859,2026-09-25T14:50:11.890,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.013,30.0,0.0
88.496,2026-09-25T14:50:11.900,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.013,30.0,0.0
88.5061,2026-09-25T14:50:11.910,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.013,30.0,0.0
88.5163,2026-09-25T14:50:11.920,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.3,13.8,5.013,30.0,0.0
88.5265,2026-09-25T14:50:11.931,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.2,13.8,5.014,30.0,0.0
88.5367,2026-09-25T14:50:11.941,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.2,13.8,5.014,30.0,0.0
88.5472,2026-09-25T14:50:11.951,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.2,13.8,5.014,30.0,0.0
88.5574,2026-09-25T14:50:11.961,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.2,13.8,5.014,30.0,0.0
88.5675,2026-09-25T14:50:11.972,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.2,13.8,5.014,30.0,0.0
88.5777,2026-09-25T14:50:11.982,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.2,13.8,5.014,30.0,0.0
88.5878,2026-09-25T14:50:11.992,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.2,13.8,5.014,30.0,0.0
88.5979,2026-09-25T14:50:12.002,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.2,13.8,5.014,30.0,0.0
88.6081,2026-09-25T14:50:12.012,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.2,13.8,5.014,30.0,0.0
88.6182,2026-09-25T14:50:12.022,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.2,13.8,5.014,30.0,0.0
88.6283,2026-09-25T14:50:12.032,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.2,13.8,5.014,30.0,0.0
88.6385,2026-09-25T14:50:12.043,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.2,13.8,5.014,30.0,0.0
88.6492,2026-09-25T14:50:12.053,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.2,13.8,5.014,31.0,0.0
88.6594,2026-09-25T14:50:12.063,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.2,13.8,5.014,31.0,0.0
88.6695,2026-09-25T14:50:12.074,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.2,13.8,5.014,31.0,0.0
88.6797,2026-09-25T14:50:12.084,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.1,-0.1,0.0,13.2,13.8,5.014,31.0,0.0
88.6898,2026-09-25T14:50:12.094,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.2,13.8,5.014,31.0,0.0
88.6999,2026-09-25T14:50:12.104,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.2,13.8,5.014,31.0,0.0
88.7101,2026-09-25T14:50:12.114,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.2,13.8,5.014,31.0,0.0
88.7202,2026-09-25T14:50:12.124,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.2,13.8,5.014,31.0,0.0
88.7308,2026-09-25T14:50:12.135,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.2,13.8,5.014,31.0,0.0
88.741,2026-09-25T14:50:12.145,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.2,13.8,5.014,31.0,0.0
88.7511,2026-09-25T14:50:12.155,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.2,13.8,5.014,31.0,0.0
88.7612,2026-09-25T14:50:12.165,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.2,13.8,5.014,31.0,0.0
88.7714,2026-09-25T14:50:12.175,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.2,13.8,5.014,31.0,0.0
88.7815,2026-09-25T14:50:12.186,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.2,13.8,5.014,31.0,0.0
88.7916,2026-09-25T14:50:12.196,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.025,31.0,0.0
88.8017,2026-09-25T14:50:12.206,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.025,31.0,0.0
88.8119,2026-09-25T14:50:12.216,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.025,31.0,0.0
88.8221,2026-09-25T14:50:12.226,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.025,31.0,0.0
88.8322,2026-09-25T14:50:12.237,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.025,31.0,0.0
88.8427,2026-09-25T14:50:12.247,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.025,31.0,0.0
88.8528,2026-09-25T14:50:12.257,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.025,31.0,0.0
88.863,2026-09-25T14:50:12.267,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.025,31.0,0.0
88.8731,2026-09-25T14:50:12.277,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.025,31.0,0.0
88.8833,2026-09-25T14:50:12.287,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.025,31.0,0.0
88.8934,2026-09-25T14:50:12.297,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.025,31.0,0.0
88.9035,2026-09-25T14:50:12.308,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.025,31.0,0.0
88.9136,2026-09-25T14:50:12.318,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.025,31.0,0.0
88.9238,2026-09-25T14:50:12.328,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.025,31.0,0.0
88.9339,2026-09-25T14:50:12.338,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.033,31.0,0.0
88.9442,2026-09-25T14:50:12.348,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.033,31.0,0.0
88.9544,2026-09-25T14:50:12.358,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.033,31.0,0.0
88.9645,2026-09-25T14:50:12.369,step_base,base,0,0,31041.0,31309.0,0.0,0.0,-0.1,-0.2,-0.1,0.0,13.3,13.8,5.033,31.0,0.0
88.9747,2026-09-25T14:50:12.379,step_base,base,0,0,31041.0,31309.0,0.0,0.0,0.0,-0.2,-0.1,0.0,13.3,13.8,5.033,31.0,0.0
88.9848,2026-09-25T14:50:12.389,step_base,base,0,0,31041.0,31309.0,0.0,0.0,0.0,-0.2,-0.1,0.0,13.3,13.8,5.033,31.0,0.0
88.995,2026-09-25T14:50:12.399,step_base,base,0,0,31041.0,31309.0,0.0,0.0,0.0,-0.2,-0.1,0.0,13.3,13.8,5.033,31.0,0.0
89.0051,2026-09-25T14:50:12.409,step_base,base,0,0,31041.0,31309.0,0.0,0.0,0.0,-0.2,-0.1,0.0,13.3,13.8,5.033,31.0,0.0
89.0153,2026-09-25T14:50:12.419,step_base,base,0,0,31041.0,31309.0,0.0,0.0,0.0,-0.2,-0.1,0.0,13.3,13.8,5.033,31.0,0.0
89.0254,2026-09-25T14:50:12.430,step_base,base,0,0,31041.0,31309.0,0.0,0.0,0.0,-0.2,-0.1,0.0,13.3,13.8,5.033,31.0,0.0
89.0355,2026-09-25T14:50:12.440,step_base,base,0,0,31041.0,31309.0,0.0,0.0,0.0,-0.2,-0.1,0.0,13.3,13.8,5.033,31.0,0.0
89.0458,2026-09-25T14:50:12.450,step_base,base,0,0,31041.0,31309.0,0.0,0.0,0.0,-0.2,-0.1,0.0,13.3,13.8,5.033,31.0,0.0
89.0559,2026-09-25T14:50:12.460,step_base,base,0,0,31041.0,31309.0,0.0,0.0,0.0,-0.2,-0.1,0.0,13.3,13.8,5.033,31.0,0.0
89.0661,2026-09-25T14:50:12.470,step_base,base,0,0,31041.0,31309.0,0.0,0.0,0.0,-0.2,-0.1,0.0,13.3,13.8,5.033,31.0,0.0
89.0762,2026-09-25T14:50:12.480,step_base,base,0,0,31041.0,31309.0,0.0,0.0,0.0,-0.2,-0.1,0.0,13.2,13.8,5.023,31.0,0.0
89.0863,2026-09-25T14:50:12.490,step_base,base,0,0,31041.0,31309.0,0.0,0.0,0.0,-0.2,-0.1,0.0,13.2,13.8,5.023,31.0,0.0
89.0965,2026-09-25T14:50:12.501,step_base,base,0,0,31041.0,31309.0,0.0,0.0,0.0,-0.2,-0.1,0.0,13.2,13.8,5.023,31.0,0.0
89.1066,2026-09-25T14:50:12.511,step_base,base,0,0,31041.0,31309.0,0.0,0.0,0.0,-0.2,-0.1,0.0,13.2,13.8,5.023,31.0,0.0
89.1167,2026-09-25T14:50:12.521,step_base,base,0,0,31041.0,31309.0,0.0,0.0,0.0,-0.2,-0.1,0.0,13.2,13.8,5.023,31.0,0.0
89.1269,2026-09-25T14:50:12.531,step_base,base,0,0,31041.0,31309.0,0.0,0.0,0.0,-0.2,-0.1,0.0,13.2,13.8,5.023,31.0,0.0
89.1371,2026-09-25T14:50:12.541,step_base,base,0,0,31041.0,31309.0,0.0,0.0,0.0,-0.2,-0.1,0.0,13.2,13.8,5.023,31.0,0.0
89.1475,2026-09-25T14:50:12.552,step_base,base,0,0,31041.0,31309.0,0.0,0.0,0.0,-0.2,-0.1,0.0,13.2,13.8,5.023,31.0,0.0
89.1576,2026-09-25T14:50:12.562,step_base,base,0,0,31041.0,31309.0,0.0,0.0,0.0,-0.2,-0.1,0.0,13.2,13.8,5.023,31.0,0.0
89.1678,2026-09-25T14:50:12.572,step_base,base,0,0,31041.0,31309.0,0.0,0.0,0.0,-0.2,-0.1,0.0,13.2,13.8,5.023,31.0,0.0
89.1779,2026-09-25T14:50:12.582,step_base,base,0,0,31041.0,31309.0,0.0,0.0,0.0,-0.2,-0.1,0.0,13.2,13.8,5.023,31.0,0.0
89.1881,2026-09-25T14:50:12.592,step_base,base,0,0,31041.0,31309.0,0.0,0.0,0.0,-0.2,-0.1,0.0,13.2,13.8,5.023,30.0,0.0
89.1983,2026-09-25T14:50:12.602,step_base,base,0,0,31041.0,31309.0,0.0,0.0,0.0,-0.2,-0.1,0.0,13.2,13.8,5.023,30.0,0.0
89.2084,2026-09-25T14:50:12.612,step_base,base,0,0,31041.0,31309.0,0.0,0.0,0.0,-0.2,-0.1,0.0,13.3,13.8,5.016,30.0,0.0
89.2186,2026-09-25T14:50:12.623,step_base,base,0,0,31041.0,31309.0,0.0,0.0,0.0,-0.2,-0.1,0.0,13.3,13.8,5.016,30.0,0.0
89.2288,2026-09-25T14:50:12.633,step_base,base,0,0,31041.0,31309.0,0.0,0.0,0.0,-0.2,-0.1,0.0,13.3,13.8,5.016,30.0,0.0
89.2389,2026-09-25T14:50:12.643,step_base,base,0,0,31041.0,31309.0,0.0,0.0,0.0,-0.2,-0.1,0.0,13.3,13.8,5.016,30.0,0.0
89.2494,2026-09-25T14:50:12.654,step_base,base,0,0,31041.0,31309.0,0.0,0.0,0.0,-0.1,-0.1,0.0,13.3,13.8,5.016,30.0,0.0
89.2596,2026-09-25T14:50:12.664,step_base,base,0,0,31041.0,31309.0,0.0,0.0,0.0,-0.1,-0.1,0.0,13.3,13.8,5.016,30.0,0.0
