t,x,y,v,w,rpm1,rpm2,ff,V
127.576,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
127.576,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
127.627,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
127.636,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
127.636,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
127.686,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
127.696,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
127.696,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
127.746,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
127.756,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
127.756,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
127.806,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
127.816,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
127.816,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
127.866,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
127.876,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
127.876,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
127.927,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
127.936,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
127.936,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
127.986,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
127.996,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
127.996,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
128.047,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
128.056,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
128.056,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
128.106,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
128.116,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
128.116,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
128.166,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
128.176,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
128.176,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
128.226,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
128.235,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
128.236,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
128.286,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
128.296,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
128.296,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
128.346,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
128.356,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
128.357,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
128.407,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
128.416,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
128.416,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
128.466,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
128.476,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
128.476,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
128.527,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
128.536,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
128.536,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
128.586,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
128.597,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
128.597,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
128.647,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
128.656,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
128.656,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
128.707,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
128.716,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
128.716,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
128.766,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
128.778,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
128.778,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
128.829,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
128.835,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
128.835,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
128.886,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
128.895,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
128.896,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
128.946,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
128.956,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
128.956,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
129.007,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
129.016,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
129.016,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
129.066,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
129.076,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
129.076,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
129.127,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
129.136,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
129.136,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
129.186,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
129.196,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
129.196,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
129.246,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
129.256,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
129.257,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
129.307,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
129.315,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
129.316,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
129.366,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
129.376,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
129.376,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
129.427,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
129.436,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
129.436,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
129.486,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
129.496,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
129.496,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
129.546,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
129.556,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
129.556,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
129.607,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
129.618,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
129.618,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
129.668,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
129.676,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
129.676,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
129.726,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
129.736,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
129.736,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
129.786,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
129.795,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
129.796,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
129.846,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
129.856,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
129.856,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
129.907,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
129.916,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
129.916,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
129.966,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
129.976,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
129.976,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
130.027,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
130.036,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
130.036,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
130.086,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
130.096,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
130.096,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
130.146,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
130.156,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
130.156,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
130.206,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
130.216,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
130.216,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
130.266,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
130.276,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
130.276,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
130.327,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
130.336,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
130.336,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
130.386,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
130.396,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
130.396,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
130.446,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
130.456,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
130.456,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
130.507,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
130.516,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
130.516,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
130.566,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
130.576,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
130.576,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
130.627,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
130.636,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
130.636,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
130.686,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
130.696,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
130.696,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
130.746,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
130.756,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
130.756,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
130.806,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
130.816,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
130.816,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
130.866,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
130.876,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
130.876,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
130.926,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
130.936,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
130.936,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
130.986,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
130.996,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
130.996,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
131.046,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
131.056,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
131.057,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
131.107,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
131.116,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
131.116,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
131.166,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
131.176,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
131.176,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.227,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.236,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.236,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.286,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.296,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.296,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.346,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.356,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.357,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.407,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.416,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.416,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.466,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.476,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.476,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
131.527,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
131.536,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
131.536,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.586,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.596,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.596,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.646,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.656,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.657,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.707,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.716,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.716,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
131.766,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
131.776,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
131.776,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.827,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.836,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.836,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.886,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.896,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.896,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.946,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.957,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
131.957,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.007,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.016,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.016,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.066,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.076,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.076,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.127,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.135,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.136,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
132.186,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
132.196,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
132.196,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.246,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.256,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.257,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.307,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.316,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.316,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.366,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.376,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.376,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
132.426,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
132.436,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
132.436,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.486,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.495,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.496,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
132.546,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
132.556,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
132.556,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
132.607,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
132.615,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
132.616,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.666,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.676,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.676,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
132.727,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
132.736,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
132.736,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.786,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.796,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.796,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.847,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.856,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.856,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.907,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.916,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.916,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.966,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.976,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
132.976,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.026,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.036,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.036,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.086,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.097,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.097,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.148,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.156,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.157,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.207,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.216,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.216,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
133.266,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
133.276,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
133.276,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.326,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.336,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.336,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.386,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.396,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.396,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
133.447,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
133.456,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
133.457,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.507,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.516,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.516,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
133.566,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
133.576,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
133.576,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.626,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.636,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.636,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.686,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.696,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.696,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.746,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.756,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.756,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.807,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.816,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.816,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
133.866,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
133.876,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
133.876,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.926,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.935,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.936,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.986,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.995,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
133.996,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.046,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.056,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.056,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.107,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.115,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.116,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.166,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.176,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.176,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
134.226,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
134.236,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
134.236,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.286,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.296,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.296,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
134.346,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
134.356,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
134.357,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
134.408,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
134.416,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.9
134.416,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.466,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.476,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.476,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.527,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.536,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.536,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.586,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.596,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.596,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.646,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.656,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.657,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.707,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.716,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.716,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.766,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.776,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.776,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.827,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.836,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.836,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.886,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
134.896,-6.7761,-0.7432,0.0,0.0,0.0,0.0,16,5.8
